,Date,Club Type,Altitude,Club Speed,Ball Speed,Carry Distance,Total Distance,Roll Distance,Smash,Vertical Launch,Peak Height,Descent Angle,Horizontal Launch,Carry Lateral Distance,Total Lateral Distance,Carry Curve Distance,Total Curve Distance,Spin Rate,Spin Axis,Spin Reading,Shot Classification,Club Color
1,2025-03-10 10:17:20,6 Iron,5600.00,76.06,97.98,142.22,160.73,18.49,1.29,17.70,53.18,32.62,-8.20,-17.32,-19.02,2.99,3.94,5292,7.20,Actual,Pull Fade,5.0
2,2025-03-10 10:17:41,6 Iron,5600.00,80.08,101.78,150.24,165.73,15.49,1.27,19.30,66.34,37.35,-3.60,-4.17,-3.81,5.27,6.61,6166,10.70,Actual,Pull Fade,5.0
3,2025-03-10 10:17:59,6 Iron,5600.00,82.77,111.85,178.64,194.61,15.97,1.35,22.20,96.92,42.44,-2.70,-6.45,-6.77,1.97,2.41,5185,3.00,Actual,Pull,5.0
4,2025-03-10 10:18:16,6 Iron,5600.00,81.20,110.73,177.68,195.18,17.50,1.36,18.80,77.13,37.09,-5.90,-18.26,-20.07,0.0,0.00,4695,0.00,Actual,Pull,5.0
5,2025-03-10 10:18:44,6 Iron,5600.00,80.08,101.56,150.84,165.8,14.96,1.27,22.00,78.97,41.61,-2.10,0.05,0.87,5.59,6.96,6639,10.80,Actual,Pull Fade,5.0
6,2025-03-10 10:18:59,6 Iron,5600.00,79.41,93.28,138.43,157.33,18.90,1.17,20.60,57.32,34.07,-4.50,-9.34,-10.32,1.52,2.03,4385,4.00,Actual,Pull,5.0
7,2025-03-10 10:19:14,6 Iron,5600.00,78.96,93.73,137.05,161.29,24.23,1.19,19.50,47.18,28.44,-5.10,-16.51,-20.54,-4.35,-6.23,2923,-16.20,Actual,Pull Hook,5.0
8,2025-03-10 10:19:31,6 Iron,5600.00,82.77,108.27,167.63,182.95,15.32,1.31,19.70,79.4,39.69,-3.70,-4.89,-4.54,5.94,7.27,5732,9.90,Actual,Pull Fade,5.0
9,2025-03-10 10:19:48,6 Iron,5600.00,81.65,106.93,167.91,184.56,16.64,1.31,20.60,79.53,38.73,-4.20,-12.29,-13.52,0.0,0.00,5042,0.00,Actual,Pull,5.0
10,2025-03-10 10:20:05,6 Iron,5600.00,82.32,102.68,157.06,173.68,16.62,1.25,21.20,76.67,39.77,-3.60,-3.52,-2.92,6.34,7.98,5509,11.90,Actual,Pull Fade,5.0
11,2025-03-10 10:20:23,6 Iron,5600.00,80.53,108.94,170.05,187.15,17.10,1.35,18.60,72.87,36.73,-6.00,-16.13,-17.52,1.65,2.06,5119,2.90,Actual,Pull,5.0
12,2025-03-10 10:20:52,7 Iron,5600.00,84.56,110.06,166.52,180.68,14.15,1.3,20.50,88.45,42.98,-5.50,-11.23,-11.60,4.74,5.73,7447,7.50,Actual,Pull Fade,4.0
13,2025-03-10 10:21:11,7 Iron,5600.00,83.44,101.11,150.47,165.54,15.07,1.21,22.50,79.69,41.59,-4.10,-5.51,-5.28,5.25,6.56,6290,10.20,Actual,Pull Fade,4.0
14,2025-03-10 10:21:30,7 Iron,5600.00,83.89,103.35,156.74,172.31,15.57,1.23,20.50,74.87,39.34,-6.50,-16.13,-17.50,1.62,2.02,5842,3.00,Actual,Pull,4.0
15,2025-03-10 10:21:48,7 Iron,5600.00,82.77,101.78,154.62,170.06,15.45,1.23,21.00,74.77,39.49,-6.50,-16.2,-17.63,1.31,1.63,5625,2.50,Actual,Pull,4.0
16,2025-03-10 10:22:07,7 Iron,5600.00,83.44,110.73,168.99,183.78,14.79,1.33,20.10,87.57,42.35,-5.40,-13.32,-14.16,2.59,3.15,6859,4.10,Actual,Pull,4.0
17,2025-03-10 10:22:25,7 Iron,5600.00,82.77,105.36,157.91,172.64,14.74,1.27,19.60,74.8,39.81,-5.10,-10.38,-10.85,3.66,4.52,6641,6.70,Actual,Pull Fade,4.0
18,2025-03-10 10:22:43,7 Iron,5600.00,83.89,108.04,164.23,177.5,13.28,1.29,21.70,90.26,43.51,-4.20,-7.59,-7.68,4.44,5.33,6811,7.30,Actual,Pull Fade,4.0
19,2025-03-10 10:23:04,7 Iron,5600.00,85.00,110.28,168.66,183.4,14.74,1.3,20.90,89.6,42.68,-5.50,-11.92,-12.42,4.25,5.17,6506,6.80,Actual,Pull Fade,4.0
20,2025-03-10 10:23:25,7 Iron,5600.00,84.56,108.04,161.98,177.31,15.33,1.28,17.70,70.05,37.88,-6.10,-16.32,-17.75,0.9,1.10,6565,1.60,Actual,Pull,4.0
21,2025-03-10 10:23:43,7 Iron,5600.00,84.56,106.48,160.59,176.1,15.52,1.26,20.40,80.45,41.07,-6.20,-15.37,-16.57,1.99,2.46,6566,3.50,Actual,Pull,4.0
22,2025-03-10 10:24:02,7 Iron,5600.00,85.00,110.06,167.21,182.11,14.90,1.29,18.90,78.64,39.62,-8.50,-26.73,-29.37,-2.03,-2.48,6319,-3.40,Actual,Pull,4.0
23,2025-03-10 10:24:19,7 Iron,5600.00,81.65,101.56,152.1,165.38,13.28,1.24,24.10,87.57,43.54,-3.30,-4.57,-4.43,4.19,5.10,6213,7.80,Actual,Pull Fade,4.0
24,2025-03-10 10:24:35,7 Iron,5600.00,85.00,106.48,159.7,175.26,15.56,1.25,19.30,76.67,40.41,-5.20,-11.63,-12.35,2.87,3.55,7150,5.00,Actual,Pull,4.0
25,2025-03-10 10:24:54,7 Iron,5600.00,85.67,109.39,165.57,178.15,12.58,1.28,21.50,92.19,44.04,-4.40,-7.78,-7.82,4.93,5.86,7417,7.80,Actual,Pull Fade,4.0
26,2025-03-10 10:25:34,7 Iron,5600.00,85.00,94.18,134.85,149.57,14.71,1.11,21.50,64.17,38.80,-4.40,-7.84,-8.29,2.52,3.19,6617,6.00,Actual,Pull Fade,4.0
27,2025-03-10 10:25:52,7 Iron,5600.00,84.56,108.72,164.91,175.54,10.63,1.29,21.00,88.65,42.96,-5.00,-9.42,-8.03,4.98,7.28,6989,8.10,Actual,Pull Fade,4.0
28,2025-03-10 10:26:31,5 Iron,5600.00,88.36,108.04,167.36,185.65,18.29,1.22,18.70,72.67,37.26,-6.10,-12.23,-12.67,5.58,7.08,5313,9.90,Actual,Pull Fade,6.0
29,2025-03-10 10:26:48,5 Iron,5600.00,87.69,119.9,194.97,212.03,17.07,1.37,17.40,84.06,37.82,-7.00,-19.52,-20.69,4.27,5.17,4967,6.00,Actual,Pull Fade,6.0
30,2025-03-10 10:27:05,5 Iron,5600.00,88.36,116.32,184.3,202.48,18.19,1.32,16.50,72.97,35.48,-7.60,-19.52,-20.73,4.89,6.08,5067,7.70,Actual,Pull Fade,6.0
31,2025-03-10 10:27:24,5 Iron,5600.00,87.24,110.5,176.48,195.68,19.21,1.27,17.90,71.85,35.53,-8.00,-21.5,-23.37,3.08,3.90,4593,5.30,Actual,Pull Fade,6.0
32,2025-03-10 10:27:48,5 Iron,5600.00,87.24,102.45,159.09,182.04,22.97,1.17,18.70,60.73,32.70,-6.40,-13.05,-13.97,4.7,6.35,4082,10.60,Actual,Pull Fade,6.0
33,2025-03-10 10:28:10,5 Iron,5600.00,86.79,117.22,187.14,202.89,15.76,1.35,20.30,98.26,42.60,-5.30,-7.45,-6.87,9.86,11.90,5594,13.60,Actual,Pull Fade,6.0
34,2025-03-10 10:28:29,5 Iron,5600.00,86.79,116.1,179.23,194.59,15.35,1.34,17.30,79.66,38.80,-5.60,-9.42,-9.21,8.09,9.81,6163,12.20,Actual,Pull Fade,6.0
35,2025-03-10 10:28:47,5 Iron,5600.00,87.24,118.11,189.98,205.0,15.02,1.35,20.30,99.11,42.23,-3.70,-6.09,-5.86,6.18,7.38,5372,8.50,Actual,Pull Fade,6.0
36,2025-03-10 10:29:07,5 Iron,5600.00,86.79,117.66,184.68,199.11,14.44,1.36,20.00,96.69,42.38,-4.30,-0.72,0.73,13.12,15.67,6054,18.20,Actual,Pull Slice,6.0
37,2025-03-10 10:29:26,5 Iron,5600.00,89.48,116.77,187.67,203.18,15.52,1.31,19.20,89.47,40.01,-5.60,-12.54,-12.88,5.79,6.97,5214,8.40,Actual,Pull Fade,6.0
38,2025-03-10 10:29:45,5 Iron,5600.00,88.36,115.87,179.3,194.13,14.82,1.31,18.30,84.32,39.94,-3.10,2.89,4.66,12.58,15.15,6205,18.80,Actual,Pull Slice,6.0
39,2025-03-10 10:30:04,5 Iron,5600.00,87.24,113.86,178.77,194.15,15.38,1.31,19.00,85.01,40.17,-5.30,-6.28,-5.52,10.26,12.42,5760,15.40,Actual,Pull Slice,6.0
40,2025-03-10 10:30:24,5 Iron,5600.00,89.92,123.26,199.28,213.71,14.44,1.37,19.20,103.54,42.96,-4.10,-6.88,-6.59,7.38,8.69,5600,9.20,Actual,Pull Fade,6.0
41,2025-03-10 10:30:43,5 Iron,5600.00,87.69,107.15,160.4,179.78,19.38,1.22,16.00,58.79,33.29,-6.10,-7.14,-6.26,9.93,12.87,5639,19.10,Actual,Pull Slice,6.0
42,2025-03-10 10:31:01,5 Iron,5600.00,87.24,117.22,188.28,203.25,14.97,1.34,20.00,95.73,41.73,-4.70,-9.89,-10.02,5.56,6.65,5368,7.80,Actual,Pull Fade,6.0
43,2025-03-10 10:31:20,5 Iron,5600.00,87.69,110.73,177.73,194.56,16.83,1.26,19.20,78.9,37.72,-6.30,-12.75,-13.04,6.78,8.34,4785,11.10,Actual,Pull Fade,6.0
44,2025-03-10 10:31:38,5 Iron,5600.00,86.12,109.39,171.91,187.62,15.72,1.27,20.40,83.23,39.79,-3.70,-2.97,-2.17,8.13,9.95,5292,13.50,Actual,Pull Fade,6.0
45,2025-03-10 10:31:57,5 Iron,5600.00,88.81,119.9,191.42,206.65,15.23,1.35,18.60,93.73,41.37,-1.20,5.72,7.31,9.72,11.63,5717,13.00,Actual,Fade,6.0
46,2025-03-10 10:32:22,PW,5600.00,78.96,79.63,103.55,116.57,13.01,1.01,26.70,57.71,41.12,-2.90,-2.84,-2.76,2.4,3.14,8503,8.40,Actual,Pull Fade,1.0
47,2025-03-10 10:32:38,PW,5600.00,77.17,83.66,111.56,123.23,11.67,1.08,27.80,68.34,43.79,-0.10,1.43,1.84,1.63,2.05,8760,4.90,Actual,Straight,1.0
48,2025-03-10 10:32:59,PW,5600.00,78.96,87.69,119.34,130.07,10.74,1.11,27.70,75.03,44.94,-0.70,0.16,0.39,1.63,1.99,10034,4.30,Actual,Straight,1.0
49,2025-03-10 10:33:17,PW,5600.00,80.53,91.49,126.66,137.18,10.52,1.14,28.00,84.97,46.64,-1.20,-1.92,-2.00,0.73,0.87,9088,1.70,Actual,Straight,1.0
50,2025-03-10 10:33:34,PW,5600.00,77.85,84.33,114.82,125.27,10.44,1.08,31.50,82.32,47.27,-1.20,-1.89,-2.00,0.5,0.62,6925,1.40,Actual,Straight,1.0
51,2025-03-10 10:34:06,8 Iron,5600.00,81.20,85.9,120.14,136.67,16.52,1.06,23.40,58.1,37.92,-5.70,-12.0,-13.67,-0.05,-0.08,5620,-0.20,Actual,Pull,3.0
52,2025-03-10 10:34:25,8 Iron,5600.00,80.08,101.33,150.71,162.72,12.01,1.27,26.60,98.79,46.55,-2.70,-6.11,-6.49,0.98,1.18,6475,1.80,Actual,Pull,3.0
53,2025-03-10 10:34:41,8 Iron,5600.00,80.08,81.42,92.68,114.22,21.53,1.02,14.90,24.54,23.10,4.10,13.2,18.62,6.61,10.52,6138,35.20,Actual,Push Slice,3.0
54,2025-03-10 10:35:00,8 Iron,5600.00,80.08,92.83,140.03,156.44,16.42,1.16,24.80,74.18,40.28,-3.60,-8.79,-9.82,0.0,0.00,4768,0.00,Actual,Pull,3.0
55,2025-03-10 10:35:17,8 Iron,5600.00,82.32,104.02,155.76,167.88,12.12,1.26,25.30,99.44,46.38,-3.30,-8.39,-8.98,0.58,0.69,6838,1.00,Actual,Pull,3.0
56,2025-03-10 10:35:34,8 Iron,5600.00,82.77,106.03,159.69,172.27,12.58,1.28,23.60,96.33,45.49,-6.70,-17.91,-19.25,0.72,0.86,7109,1.20,Actual,Pull,3.0
57,2025-03-10 10:35:52,8 Iron,5600.00,82.77,104.46,156.14,167.67,11.54,1.26,26.60,106.0,47.55,-2.90,-7.84,-8.41,0.05,0.08,6731,0.10,Actual,Pull,3.0
58,2025-03-10 10:36:25,4 Iron,5600.00,87.24,116.99,191.9,209.41,17.51,1.34,18.30,84.68,37.94,-6.50,-17.05,-17.99,4.7,5.74,4627,6.90,Actual,Pull Fade,7.0
59,2025-03-10 10:36:42,4 Iron,5600.00,86.79,121.02,205.03,229.22,24.19,1.39,17.10,78.41,33.97,-7.00,-24.99,-27.94,0.0,0.00,3838,0.00,Actual,Pull,7.0
60,2025-03-10 10:36:59,4 Iron,5600.00,89.48,117.89,186.91,205.0,18.09,1.32,16.80,77.53,36.86,-4.70,-3.99,-2.77,11.33,14.03,5280,17.10,Actual,Pull Slice,7.0
61,2025-03-10 10:37:27,4 Iron,5600.00,88.81,124.37,202.27,220.96,18.70,1.4,16.10,83.23,36.98,-8.10,-19.77,-20.41,8.78,10.79,5034,11.80,Actual,Pull Fade,7.0
62,2025-03-10 10:37:46,4 Iron,5600.00,86.79,120.12,199.54,218.97,19.43,1.38,17.30,82.22,36.46,-7.30,-19.93,-21.11,5.47,6.76,4342,8.00,Actual,Pull Fade,7.0
63,2025-03-10 10:38:05,4 Iron,5600.00,85.67,108.04,170.07,192.15,22.08,1.26,17.20,61.06,31.65,-6.10,-11.11,-11.26,6.99,9.19,4066,14.40,Actual,Pull Fade,7.0
64,2025-03-10 10:38:25,4 Iron,5600.00,88.36,117.22,192.54,215.61,23.06,1.33,16.90,73.65,34.12,-6.20,-17.51,-19.04,3.3,4.27,4138,5.40,Actual,Pull Fade,7.0
65,2025-03-10 10:38:45,4 Iron,5600.00,88.81,113.64,183.72,200.92,17.20,1.28,18.60,80.22,37.50,-5.60,-8.04,-7.46,9.92,12.17,4765,15.50,Actual,Pull Slice,7.0
66,2025-03-10 10:39:02,4 Iron,5600.00,87.69,116.77,182.86,200.58,17.72,1.33,16.00,72.21,35.82,-6.50,-11.83,-11.73,8.9,11.01,5392,13.90,Actual,Pull Fade,7.0
67,2025-03-10 10:39:22,4 Iron,5600.00,87.24,119.23,190.85,207.09,16.24,1.37,18.10,87.83,39.32,-5.30,-6.85,-6.09,10.8,13.06,5348,15.30,Actual,Pull Slice,7.0
68,2025-03-10 10:39:43,4 Iron,5600.00,88.81,116.99,187.98,204.79,16.82,1.32,19.20,88.85,39.41,-3.00,3.06,5.87,12.89,16.58,5156,18.90,Actual,Pull Slice,7.0
69,2025-03-10 10:40:04,4 Iron,5600.00,87.24,114.98,184.69,201.28,16.58,1.32,18.90,83.63,38.37,-4.10,-2.4,-1.19,10.82,13.20,5026,16.50,Actual,Pull Slice,7.0
70,2025-03-10 10:40:22,4 Iron,5600.00,89.92,125.94,207.31,223.51,16.21,1.4,17.50,94.72,39.61,-5.10,-8.42,-7.93,10.03,11.96,5080,12.60,Actual,Pull Fade,7.0
71,2025-03-10 10:41:09,6 Iron,5600.00,78.29,92.16,135.6,158.56,22.97,1.18,20.30,52.62,31.84,-6.30,-11.0,-11.93,3.89,5.50,3963,11.60,Actual,Pull Fade,5.0
72,2025-03-10 10:41:27,6 Iron,5600.00,81.65,108.04,167.41,183.22,15.81,1.32,21.40,87.37,41.70,-1.40,2.72,3.92,6.81,8.39,5788,11.10,Actual,Fade,5.0
73,2025-03-10 10:41:51,6 Iron,5600.00,82.32,107.37,166.89,182.95,16.08,1.3,21.30,85.7,41.31,-2.30,0.33,1.33,7.03,8.68,5604,11.70,Actual,Pull Fade,5.0
74,2025-03-10 10:42:11,6 Iron,5600.00,82.77,113.41,182.62,198.75,16.14,1.37,20.30,89.24,40.08,-1.90,-3.75,-3.78,2.31,2.81,5011,3.50,Actual,Straight,5.0
75,2025-03-10 10:42:28,6 Iron,5600.00,81.20,109.39,172.81,189.04,16.23,1.35,20.80,84.94,39.90,0.20,3.63,4.39,3.02,3.72,5147,5.00,Actual,Straight,5.0
76,2025-03-10 10:42:47,6 Iron,5600.00,84.56,111.18,177.07,193.26,16.19,1.31,20.20,84.61,39.44,-2.20,-1.25,-0.62,5.54,6.79,5078,8.90,Actual,Pull Fade,5.0
77,2025-03-10 10:43:05,6 Iron,5600.00,81.20,103.79,159.54,175.25,15.72,1.28,21.20,78.18,39.68,-2.10,0.14,1.02,5.99,7.44,5400,11.10,Actual,Pull Fade,5.0
78,2025-03-10 10:43:20,6 Iron,5600.00,80.08,109.61,174.56,191.74,17.18,1.37,18.80,75.13,36.92,-3.30,-6.51,-6.65,3.54,4.40,4808,6.00,Actual,Pull Fade,5.0
79,2025-03-10 10:43:45,6 Iron,5600.00,81.20,108.27,172.87,189.44,16.57,1.33,20.20,80.18,38.44,-2.90,-5.92,-6.09,2.83,3.50,4785,4.80,Actual,Pull,5.0
80,2025-03-10 10:44:03,6 Iron,5600.00,80.53,109.83,174.13,191.78,17.65,1.36,18.50,73.95,36.47,-4.30,-13.35,-14.75,-0.3,-0.36,4851,-0.50,Actual,Pull,5.0
81,2025-03-10 10:44:21,6 Iron,5600.00,81.20,109.83,175.31,194.58,19.27,1.35,18.00,71.1,35.37,-4.10,-15.61,-17.80,-3.08,-3.90,4530,-5.40,Actual,Pull Draw,5.0
82,2025-03-10 10:44:39,6 Iron,5600.00,78.96,105.81,167.21,186.14,18.93,1.34,19.50,72.67,36.85,-3.50,-11.8,-13.40,-1.6,-2.03,4703,-2.90,Actual,Pull,5.0
83,2025-03-10 10:45:00,6 Iron,5600.00,81.65,111.18,177.97,194.42,16.44,1.36,19.60,81.79,38.51,-3.60,-9.5,-10.15,1.67,2.06,4922,2.70,Actual,Pull,5.0
84,2025-03-10 10:45:25,6 Iron,5600.00,81.65,110.5,173.4,189.61,16.22,1.35,19.10,78.58,38.32,-3.00,-5.53,-5.57,3.54,4.35,5260,5.90,Actual,Pull Fade,5.0
85,2025-03-10 10:45:44,6 Iron,5600.00,79.41,104.24,164.17,180.82,16.64,1.31,21.10,77.72,38.58,-2.10,-3.01,-2.88,3.01,3.75,4814,5.50,Actual,Pull Fade,5.0
86,2025-03-10 10:46:06,6 Iron,5600.00,82.77,112.52,178.28,194.51,16.23,1.36,19.30,82.68,38.88,-3.90,-9.81,-10.39,2.32,2.84,5191,3.70,Actual,Pull,5.0
87,2025-03-10 10:46:33,6 Iron,5600.00,83.89,114.75,184.21,200.66,16.46,1.37,19.00,84.38,38.70,-4.20,-10.21,-10.70,3.28,4.01,5043,5.00,Actual,Pull,5.0
88,2025-03-10 10:47:00,6 Iron,5600.00,76.73,102.68,162.13,181.91,19.77,1.34,20.20,68.41,35.08,-2.70,-7.97,-9.00,-0.33,-0.43,4097,-0.70,Actual,Pull,5.0
89,2025-03-10 10:47:22,6 Iron,5600.00,80.08,99.99,157.24,177.26,20.02,1.25,20.70,65.72,34.50,-2.60,-7.09,-7.98,0.0,0.00,3923,0.10,Actual,Pull,5.0
90,2025-03-10 10:47:45,6 Iron,5600.00,84.56,105.36,158.02,176.03,18.02,1.25,16.70,59.81,33.96,-1.30,0.97,1.84,4.56,5.83,5506,9.00,Actual,Fade,5.0
91,2025-03-10 10:48:09,6 Iron,5600.00,81.65,103.57,155.54,173.67,18.11,1.27,17.60,60.27,33.98,-3.50,-5.45,-5.39,4.06,5.22,5237,8.40,Actual,Pull Fade,5.0
92,2025-03-10 10:48:33,6 Iron,5600.00,83.89,112.52,178.15,195.3,17.15,1.34,18.30,76.94,37.16,-3.00,-9.94,-10.98,-0.61,-0.75,5070,-1.00,Actual,Pull,5.0
93,2025-03-10 10:48:52,6 Iron,5600.00,84.56,115.87,186.93,208.93,22.00,1.37,16.50,72.41,34.72,-5.70,-20.19,-22.83,-1.63,-2.10,4554,-2.60,Actual,Pull,5.0
94,2025-03-10 10:49:08,6 Iron,5600.00,82.77,114.08,182.08,203.35,21.27,1.38,16.90,72.01,35.15,-5.50,-21.57,-24.79,-4.13,-5.33,4788,-6.70,Actual,Pull Draw,5.0
96,2025-03-08 10:54:25,7 Iron,5600.00,77.85,93.95,140.69,157.56,16.86,1.21,21.50,62.57,36.13,-5.20,-17.5,-20.41,-4.78,-6.17,4681,-11.50,Actual,Pull Draw,4.0
97,2025-03-08 10:54:42,7 Iron,5600.00,78.29,101.56,155.21,170.88,15.67,1.3,21.70,76.84,39.95,-0.70,-5.44,-6.50,-3.53,-4.41,5408,-6.80,Actual,Draw,4.0
98,2025-03-08 10:55:21,7 Iron,5600.00,77.17,98.43,147.46,162.62,15.16,1.28,23.20,78.35,41.44,-1.00,-1.27,-1.20,1.31,1.64,5842,2.60,Actual,Straight,4.0
99,2025-03-08 10:55:43,7 Iron,5600.00,78.29,99.77,150.34,166.09,15.76,1.27,22.20,76.48,40.58,-3.30,-10.96,-12.46,-2.31,-2.91,5783,-4.50,Actual,Pull,4.0
100,2025-03-08 10:56:02,7 Iron,5600.00,77.85,100.66,156.35,172.79,16.45,1.29,21.30,72.41,37.72,-3.70,-17.26,-20.14,-7.2,-9.02,4738,-14.40,Actual,Pull Draw,4.0
101,2025-03-08 10:56:26,7 Iron,5600.00,79.41,98.65,146.8,163.05,16.25,1.24,21.80,72.54,39.66,-5.10,-13.88,-15.55,-0.83,-1.06,5911,-1.70,Actual,Pull,4.0
102,2025-03-08 10:56:58,7 Iron,5600.00,80.08,102.45,155.77,170.58,14.81,1.28,23.20,85.66,42.54,-5.80,-14.69,-15.94,1.05,1.30,5877,1.90,Actual,Pull,4.0
103,2025-03-08 10:57:37,7 Iron,5600.00,81.20,103.35,158.29,173.79,15.50,1.27,22.50,84.45,41.88,-1.30,-5.28,-6.04,-1.68,-2.09,5706,-3.00,Actual,Straight,4.0
104,2025-03-08 10:58:01,7 Iron,5600.00,80.08,100.66,151.8,167.22,15.42,1.26,21.10,73.2,39.31,-2.40,-9.79,-11.29,-3.43,-4.29,5726,-6.70,Actual,Pull Draw,4.0
105,2025-03-08 10:58:22,7 Iron,5600.00,81.20,101.11,155.68,172.76,17.08,1.25,22.50,78.51,39.79,-1.30,-6.24,-7.37,-2.71,-3.46,5099,-5.30,Actual,Draw,4.0
106,2025-03-08 10:58:56,5 Iron,5600.00,82.77,113.86,182.82,199.9,17.08,1.38,18.60,80.91,37.79,-4.40,-12.94,-14.00,1.09,1.35,4930,1.70,Actual,Pull,6.0
107,2025-03-08 10:59:19,5 Iron,5600.00,82.32,107.15,169.25,190.7,21.46,1.3,18.10,67.03,34.51,-3.10,-9.15,-10.31,0.0,0.00,4437,0.00,Actual,Pull,6.0
108,2025-03-08 10:59:41,5 Iron,5600.00,83.44,111.62,180.44,197.71,17.29,1.34,19.00,79.66,37.58,-5.60,-18.78,-20.73,-1.17,-1.44,4629,-1.90,Actual,Pull,6.0
109,2025-03-08 11:00:01,5 Iron,5600.00,81.20,107.6,170.29,192.49,22.20,1.33,17.60,62.27,31.88,-3.30,-13.46,-15.89,-3.66,-4.82,3986,-7.60,Actual,Pull Draw,6.0
110,2025-03-08 11:00:24,5 Iron,5600.00,81.65,112.07,176.48,193.56,17.08,1.37,18.40,76.97,37.35,-5.10,-13.2,-14.13,2.49,3.08,5158,4.10,Actual,Pull,6.0
111,2025-03-08 11:00:44,5 Iron,5600.00,82.77,107.15,164.02,186.12,22.10,1.29,15.70,54.3,30.00,-3.00,-8.49,-9.61,0.08,0.13,4304,0.20,Actual,Pull,6.0
112,2025-03-08 11:01:07,5 Iron,5600.00,81.65,103.12,159.36,180.12,20.76,1.26,18.00,58.6,31.80,-6.30,-16.7,-18.72,0.8,1.04,4084,1.80,Actual,Pull,6.0
113,2025-03-08 11:01:27,5 Iron,5600.00,86.12,117.44,188.05,204.07,16.02,1.36,18.30,85.83,39.12,-3.70,-7.74,-7.86,4.4,5.31,5256,6.40,Actual,Pull Fade,6.0
114,2025-03-08 11:01:50,5 Iron,5600.00,85.67,111.18,169.54,190.5,20.96,1.3,14.90,57.05,31.08,-3.70,-8.65,-9.31,2.29,2.99,4975,4.30,Actual,Pull,6.0
116,2025-03-08 11:02:22,5 Iron,5600.00,83.44,112.97,181.26,197.73,16.47,1.35,19.50,84.09,38.78,-3.70,-6.57,-6.50,5.13,6.27,4974,8.00,Actual,Pull Fade,6.0
117,2025-03-08 11:02:46,5 Iron,5600.00,81.65,111.4,175.73,195.05,19.31,1.36,16.40,65.35,33.58,-4.50,-10.83,-11.55,2.97,3.76,4676,5.20,Actual,Pull Fade,6.0
118,2025-03-08 11:03:14,5 Iron,5600.00,83.44,110.73,173.62,191.79,18.16,1.33,18.00,72.44,36.17,-3.10,-6.77,-7.08,2.62,3.30,5067,4.50,Actual,Pull,6.0
119,2025-03-08 11:03:40,5 Iron,5600.00,84.56,110.06,165.44,185.98,20.54,1.3,14.80,55.51,31.13,-5.10,-11.63,-12.51,3.09,4.04,5190,6.00,Actual,Pull Fade,6.0
120,2025-03-08 11:04:16,5 Iron,5600.00,82.77,110.95,177.52,196.61,19.08,1.34,17.80,72.05,35.57,-4.30,-15.94,-18.07,-2.65,-3.34,4595,-4.50,Actual,Pull,6.0
121,2025-03-08 11:04:43,5 Iron,5600.00,83.44,114.75,181.26,198.96,17.71,1.38,17.30,75.43,36.70,-2.90,-4.45,-4.21,4.72,5.86,5193,7.50,Actual,Pull Fade,6.0
122,2025-03-08 11:05:14,5 Iron,5600.00,83.89,110.06,171.12,187.25,16.13,1.31,18.60,76.28,38.19,-4.00,-5.49,-5.13,6.45,7.94,5494,10.80,Actual,Pull Fade,6.0
123,2025-03-08 11:05:42,5 Iron,5600.00,83.44,113.41,182.22,198.68,16.47,1.36,19.40,84.45,38.82,-2.50,-6.14,-6.45,1.82,2.21,4973,2.80,Actual,Pull,6.0
124,2025-03-08 11:06:09,5 Iron,5600.00,83.89,109.39,165.81,185.98,20.16,1.3,15.90,60.43,32.96,-5.80,-12.12,-12.76,4.66,6.05,5267,8.80,Actual,Pull Fade,6.0
125,2025-03-08 11:06:30,5 Iron,5600.00,83.89,114.98,185.32,202.45,17.13,1.37,18.20,80.58,37.56,-4.60,-11.73,-12.39,3.14,3.85,4902,4.80,Actual,Pull,6.0
126,2025-03-08 11:06:57,5 Iron,5600.00,84.56,115.43,183.23,201.07,17.83,1.37,17.90,80.15,38.01,-3.60,-6.17,-6.00,5.34,6.63,5257,8.20,Actual,Pull Fade,6.0
127,2025-03-08 11:07:20,5 Iron,5600.00,82.77,112.29,178.77,194.31,15.54,1.36,20.70,89.83,40.80,-5.20,-11.64,-12.06,4.58,5.57,5222,7.10,Actual,Pull Fade,6.0
128,2025-03-08 11:07:55,9 Iron,5600.00,77.17,97.31,142.27,155.6,13.33,1.26,24.60,83.04,43.84,-4.60,-12.62,-13.97,-1.21,-1.50,6884,-2.50,Actual,Pull,2.0
129,2025-03-08 11:08:12,9 Iron,5600.00,77.17,94.18,134.63,147.51,12.87,1.22,24.10,75.1,42.51,-1.10,-1.68,-1.73,0.9,1.10,7486,2.00,Actual,Straight,2.0
130,2025-03-08 11:08:32,9 Iron,5600.00,76.06,92.61,132.64,145.17,12.53,1.22,26.30,80.94,44.52,-3.00,-8.66,-9.71,-1.72,-2.12,6992,-3.90,Actual,Pull,2.0
131,2025-03-08 11:08:49,9 Iron,5600.00,78.29,93.95,135.31,148.73,13.42,1.2,24.80,77.62,43.22,-3.20,-10.19,-11.58,-2.65,-3.28,6976,-5.90,Actual,Pull Draw,2.0
132,2025-03-08 11:09:09,9 Iron,5600.00,76.06,94.18,135.72,148.3,12.59,1.24,24.70,77.17,42.84,-3.60,-11.26,-12.67,-2.76,-3.38,6776,-6.20,Actual,Pull Draw,2.0
